bp,bm,cp,cm
2382,567,562,494
2382,569,572,504
2382,571,583,513
2381,574,594,522
2381,576,605,532
2382,578,616,541
2381,580,626,551
2382,582,637,560
2381,584,648,569
2381,586,659,579
2381,588,670,589
2381,590,680,598
2382,592,691,607
2382,594,702,616
2382,596,713,626
2382,599,723,636
2382,600,734,645
2381,602,745,654
2382,605,755,663
2382,607,766,672
2381,609,777,682
2382,611,788,692
2382,613,798,701
2382,615,809,710
2381,617,820,720
2381,619,830,728
2382,621,841,738
2381,623,851,747
2382,625,862,756
2381,627,872,766
2381,629,882,774
2382,631,892,783
2382,633,903,792
2381,635,915,802
2382,637,924,811
2382,639,935,820
2382,641,946,829
2382,643,957,840
2382,645,967,848
2382,647,978,857
2381,649,987,866
2382,651,998,875
2382,653,1009,885
2381,655,1020,894
2381,658,1031,904
2382,659,1041,913
2382,662,1051,922
2381,664,1063,931
2382,666,1073,941
2382,667,1083,949
2382,669,1094,959
2382,671,1104,968
2382,674,1115,977
2382,676,1125,986
2382,678,1137,996
2382,680,1147,1005
2382,682,1158,1015
2382,684,1168,1023
2381,686,1179,1033
2382,688,1189,1042
2382,690,1200,1051
2382,692,1210,1060
2382,694,1221,1069
2382,696,1231,1079
2382,699,1242,1088
2382,701,1252,1097
2382,703,1264,1106
2382,705,1274,1116
2381,707,1284,1125
2382,709,1295,1134
2382,711,1307,1144
2381,713,1317,1153
2382,715,1327,1162
2382,717,1338,1172
2382,719,1349,1181
2382,721,1359,1190
2382,723,1370,1200
2382,725,1381,1209
2382,728,1392,1218
2382,730,1401,1227
2382,732,1411,1236
2382,733,1422,1245
2382,736,1432,1254
2382,737,1443,1263
2382,740,1453,1272
2382,742,1463,1281
2381,743,1474,1289
2381,746,1485,1299
2382,748,1496,1309
2382,750,1506,1318
2381,752,1516,1327
2382,754,1528,1337
2382,757,1538,1346
2382,758,1549,1355
2382,760,1559,1364
2382,763,1570,1374
2382,765,1581,1383
2382,767,1592,1393
2382,769,1602,1402
2382,771,1613,1411
2382,773,1623,1420
2382,775,1634,1429
2382,778,1644,1438
2382,779,1655,1448
2382,782,1665,1457
2382,784,1676,1466
2381,785,1685,1474
2381,787,1695,1483
2382,789,1706,1492
2381,792,1717,1501
2382,793,1727,1510
2381,796,1736,1518
2381,798,1747,1527
2382,800,1758,1537
2381,802,1767,1545
2382,804,1778,1554
2382,806,1787,1562
2382,808,1797,1571
2382,810,1807,1580
2382,812,1817,1589
2382,814,1829,1599
2381,816,1839,1608
2382,819,1850,1617
2381,821,1861,1626
2381,823,1871,1635
2382,825,1881,1643
2382,827,1891,1652
2382,829,1902,1662
2382,831,1913,1672
2381,833,1923,1680
2381,835,1933,1689
2382,837,1943,1698
2382,839,1953,1706
2382,841,1963,1716
2382,843,1973,1724
2381,845,1984,1733
2382,847,1994,1742
2381,849,2004,1751
2382,851,2015,1760
2382,853,2025,1768
2382,855,2034,1777
2382,858,2045,1787
2382,860,2055,1795
2382,862,2065,1804
2382,864,2076,1813
2382,866,2086,1822
2382,868,2096,1831
2382,870,2106,1840
2381,872,2116,1848
2382,874,2127,1857
2381,877,2137,1866
2382,878,2146,1875
2382,881,2157,1884
2382,882,2167,1893
2382,884,2177,1901
2381,887,2187,1909
2381,889,2198,1919
2382,891,2207,1928
2382,893,2217,1937
2382,895,2228,1945
2382,897,2239,1955
2381,899,2249,1964
2382,901,2261,1973
2382,903,2271,1983
2382,905,2281,1991
2382,907,2292,2001
2382,910,2302,2010
2381,912,2312,2019
2381,914,2322,2028
2381,917,2333,2037
2381,918,2344,2046
2382,920,2353,2055
2381,922,2364,2064
2381,924,2373,2071
2381,926,2384,2080
2381,928,2393,2090
2381,931,2404,2099
2381,933,2413,2107
2381,935,2424,2116
2382,937,2435,2126
2381,939,2446,2135
2382,942,2456,2143
2382,943,2465,2152
2381,946,2475,2161
2381,948,2485,2169
2381,950,2495,2178
2381,952,2506,2187
2381,954,2516,2197
2381,956,2527,2205
2382,958,2536,2214
2381,960,2546,2223
2381,963,2556,2232
2382,965,2566,2240
2382,966,2575,2249
2382,969,2586,2259
2382,971,2596,2267
2382,973,2606,2276
2381,975,2616,2285
2381,977,2626,2294
2381,979,2636,2302
2381,982,2645,2311
2382,983,2655,2319
2382,986,2665,2327
2382,988,2675,2335
2591,461,0,1
2590,464,10,11
2591,466,21,20
2590,468,33,31
2590,471,44,41
2590,472,55,50
2590,475,66,61
2590,477,78,70
2590,479,89,80
2590,482,100,90
2590,484,112,100
2590,486,123,110
2590,488,133,120
2590,490,145,130
2590,493,157,140
2590,495,168,150
2590,497,180,160
2590,500,192,170
2590,502,202,179
2590,504,214,190
2590,506,225,199
2590,508,235,209
2590,510,246,218
2590,512,258,228
2590,514,268,237
2590,517,280,247
2590,519,291,257
2590,520,301,266
2590,523,312,276
2590,525,324,286
2590,527,335,296
2591,529,346,305
2591,531,357,315
2591,533,367,324
2590,536,378,334
2591,537,389,343
2590,540,400,353
2591,542,411,362
2591,544,422,372
2591,546,433,381
2590,548,444,391
2591,550,454,400
2590,552,466,410
2590,555,477,420
2590,557,488,429
2591,559,499,439
2591,560,509,448
2590,563,519,457
2590,565,529,466
2591,567,540,476
2590,568,551,485
2591,571,562,494
2591,573,573,504
2590,575,584,514
2590,577,594,522
2591,579,605,532
2590,581,616,542
2590,583,627,551
2590,585,637,560
2590,587,648,570
2590,590,659,579
2590,592,670,589
2590,594,680,598
2590,596,692,608
2590,597,702,617
2590,600,713,627
2590,602,724,636
2590,604,735,645
2590,606,745,655
2590,608,755,664
2590,610,766,673
2590,612,777,682
2590,614,788,692
2590,617,799,701
2590,619,809,711
2590,620,820,720
2590,623,830,729
2590,625,841,738
2591,626,851,747
2590,628,862,757
2590,631,873,766
2590,632,883,774
2590,634,892,783
2590,637,903,793
2590,639,914,802
2590,640,925,811
2590,643,935,820
2590,645,946,830
2589,647,957,840
2590,649,967,849
2590,651,978,858
2590,653,988,866
2590,654,998,875
2590,657,1009,885
2590,659,1020,895
2590,661,1031,904
2590,663,1041,913
2590,665,1051,922
2590,667,1063,932
2590,669,1073,941
2590,671,1084,950
2590,673,1094,959
2590,675,1104,969
2590,677,1115,978
2590,679,1125,986
2590,682,1137,996
2590,684,1147,1006
2590,686,1158,1015
2590,688,1168,1024
2590,690,1179,1034
2590,692,1190,1043
2590,694,1200,1052
2590,696,1210,1060
2591,698,1220,1070
2590,700,1232,1080
2590,702,1242,1089
2590,704,1253,1098
2590,706,1263,1107
2590,708,1274,1116
2591,711,1285,1126
2591,712,1295,1135
2590,715,1307,1145
2590,717,1317,1154
2590,719,1327,1163
2590,721,1339,1173
2590,723,1349,1181
2591,725,1359,1190
2590,727,1370,1200
2590,729,1381,1210
2590,731,1392,1219
2590,733,1401,1227
2590,735,1412,1236
2590,737,1423,1246
2590,739,1433,1255
2590,742,1442,1263
2591,743,1453,1273
2590,745,1463,1281
2590,747,1473,1291
2590,749,1484,1300
2590,752,1496,1310
2590,754,1506,1319
2590,756,1516,1328
2590,758,1528,1338
2590,760,1538,1347
2590,762,1549,1356
2590,765,1559,1365
2590,767,1570,1375
2590,769,1581,1384
2590,771,1592,1393
2590,773,1603,1403
2590,775,1613,1412
2590,777,1624,1421
2590,779,1633,1429
2590,781,1644,1439
2590,784,1655,1448
2590,785,1665,1457
2590,788,1676,1467
2590,789,1685,1475
2590,791,1695,1484
2590,794,1707,1493
2590,795,1716,1501
2590,798,1726,1510
2590,800,1737,1519
2590,802,1747,1528
2590,804,1758,1538
2590,806,1768,1546
2590,807,1777,1555
2590,810,1787,1564
2590,812,1797,1572
2590,814,1808,1581
2590,816,1818,1590
2590,818,1829,1600
2590,820,1840,1609
2590,822,1850,1618
2590,825,1861,1627
2590,827,1871,1636
2590,829,1880,1644
2590,831,1891,1654
2590,833,1902,1663
2590,835,1913,1673
2590,837,1923,1681
2590,839,1933,1690
2590,841,1943,1699
2590,843,1953,1708
2590,845,1964,1717
2590,847,1973,1726
2590,849,1983,1734
2590,851,1994,1743
2590,853,2004,1751
2590,856,2015,1761
2590,858,2025,1770
2590,860,2035,1778
2590,862,2045,1788
2590,864,2055,1796
2591,866,2065,1805
2590,868,2076,1815
2591,870,2086,1823
2590,872,2096,1831
2590,875,2107,1840
2591,877,2116,1849
2591,878,2126,1858
2590,880,2137,1867
2590,883,2146,1876
2590,885,2157,1885
2591,887,2167,1893
2590,889,2177,1902
2590,891,2187,1911
2590,893,2197,1920
2590,895,2207,1928
2590,897,2217,1937
2590,899,2228,1946
2589,901,2238,1956
2590,904,2249,1965
2590,905,2260,1975
2590,908,2270,1983
2590,910,2281,1993
2590,912,2292,2002
2590,914,2302,2011
2590,916,2312,2020
2590,918,2323,2029
2590,921,2333,2038
2590,923,2344,2048
2590,925,2353,2056
2591,927,2364,2065
2590,929,2374,2073
2590,931,2383,2082
2590,932,2394,2091
2590,935,2404,2099
2590,937,2414,2108
2590,939,2425,2117
2590,942,2435,2127
2590,944,2446,2136
2590,945,2455,2144
2590,947,2465,2152
2590,949,2475,2161
2590,952,2485,2170
2589,954,2496,2179
2590,956,2506,2188
2590,958,2516,2197
2590,960,2527,2206
2590,963,2537,2215
2590,964,2546,2223
2590,967,2557,2232
2590,968,2566,2240
2590,971,2576,2249
2590,973,2586,2258
2590,975,2596,2266
2590,977,2607,2275
2589,979,2617,2284
2590,981,2627,2293
2590,983,2636,2300
2590,985,2646,2309
2591,988,2656,2318
2591,989,2666,2326
2590,991,2675,2334
